,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
445,55.0,No,Travel_Rarely,,Sales,18.0,5.0,,1.0,597.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,,9873.0,3.0,Y,,23.0,4.0,,80.0,0.0,37.0,2.0,3.0,10.0,9.0,,
446,41.0,No,Non-Travel,267.0,Sales,,2.0,Life Sciences,1.0,599.0,4.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Single,6230.0,13430.0,7.0,Y,No,,3.0,,80.0,0.0,16.0,3.0,3.0,14.0,3.0,1.0,10.0
447,35.0,No,Travel_Rarely,619.0,Sales,1.0,3.0,,1.0,600.0,,,85.0,3.0,,Sales Executive,3.0,Married,4717.0,18659.0,9.0,Y,,,3.0,3.0,80.0,0.0,,2.0,3.0,,9.0,6.0,
448,,No,Travel_Rarely,302.0,Research & Development,6.0,3.0,,1.0,601.0,,Female,,3.0,4.0,Manufacturing Director,3.0,Single,13237.0,20364.0,,,,15.0,3.0,3.0,80.0,0.0,22.0,,,20.0,6.0,,
449,,No,Travel_Frequently,443.0,Research & Development,8.0,,Life Sciences,1.0,602.0,3.0,Female,48.0,3.0,,Laboratory Technician,3.0,Married,3755.0,17872.0,,Y,,11.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,3.0,0.0,7.0
450,31.0,No,Travel_Rarely,828.0,Sales,2.0,1.0,Life Sciences,1.0,,2.0,Male,77.0,,2.0,Sales Executive,4.0,Single,6582.0,8346.0,,,,13.0,3.0,3.0,80.0,0.0,10.0,2.0,4.0,6.0,5.0,0.0,5.0
451,42.0,No,Travel_Rarely,319.0,,24.0,3.0,Medical,1.0,605.0,,Male,56.0,3.0,3.0,Manufacturing Director,,Married,7406.0,6950.0,1.0,Y,Yes,21.0,4.0,4.0,80.0,1.0,,5.0,,10.0,9.0,,
452,45.0,No,Travel_Rarely,561.0,Sales,2.0,3.0,Other,1.0,606.0,4.0,Male,61.0,3.0,2.0,Sales Executive,,Married,,16177.0,,Y,No,,3.0,,80.0,1.0,9.0,3.0,4.0,8.0,,3.0,7.0
453,,Yes,Travel_Frequently,426.0,Human Resources,17.0,4.0,Life Sciences,1.0,608.0,,Female,58.0,,1.0,Human Resources,3.0,Divorced,,22808.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,,7.0,7.0,1.0,0.0
454,29.0,No,Travel_Rarely,232.0,,19.0,,Technical Degree,1.0,611.0,4.0,Male,34.0,3.0,2.0,Manufacturing Director,4.0,,4262.0,22645.0,4.0,Y,No,,3.0,2.0,80.0,2.0,8.0,,4.0,3.0,2.0,1.0,2.0
455,33.0,No,Travel_Rarely,922.0,,1.0,5.0,Medical,1.0,612.0,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,16184.0,22578.0,,Y,,19.0,,3.0,80.0,1.0,,2.0,3.0,6.0,,,5.0
456,,No,Travel_Rarely,,,7.0,,Life Sciences,1.0,613.0,3.0,,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,25291.0,9.0,Y,No,21.0,4.0,3.0,80.0,1.0,,3.0,2.0,,4.0,0.0,
457,18.0,Yes,Travel_Frequently,1306.0,Sales,5.0,3.0,Marketing,1.0,614.0,,Male,69.0,,1.0,Sales Representative,2.0,Single,1878.0,,,Y,Yes,14.0,3.0,4.0,80.0,0.0,,3.0,3.0,,0.0,0.0,0.0
458,40.0,No,Non-Travel,1094.0,Sales,28.0,3.0,Other,1.0,615.0,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,,3.0,Y,,,,3.0,80.0,1.0,20.0,2.0,3.0,1.0,0.0,,1.0
459,41.0,No,,509.0,Research & Development,2.0,4.0,Other,1.0,,,Female,62.0,2.0,2.0,Healthcare Representative,,,6811.0,2112.0,,,Yes,17.0,3.0,,80.0,0.0,10.0,3.0,3.0,,,,7.0
460,,No,,775.0,Sales,29.0,2.0,Medical,1.0,618.0,1.0,,45.0,3.0,2.0,Sales Executive,3.0,Divorced,4306.0,4267.0,,,No,12.0,3.0,1.0,80.0,2.0,8.0,,3.0,0.0,0.0,0.0,0.0
461,35.0,No,Travel_Rarely,,Sales,,,Medical,1.0,620.0,1.0,Female,80.0,3.0,2.0,,3.0,Single,,6698.0,1.0,Y,,,3.0,4.0,80.0,0.0,5.0,3.0,3.0,,4.0,0.0,3.0
462,34.0,No,Travel_Rarely,258.0,Sales,21.0,4.0,Life Sciences,1.0,,4.0,Male,74.0,4.0,,,4.0,Single,5337.0,19921.0,1.0,Y,No,,3.0,4.0,,0.0,10.0,3.0,,10.0,7.0,5.0,7.0
463,26.0,Yes,,471.0,,24.0,,Technical Degree,1.0,,3.0,Male,,1.0,,Laboratory Technician,,Single,2340.0,,1.0,Y,,18.0,3.0,2.0,80.0,,1.0,3.0,1.0,1.0,,0.0,0.0
464,37.0,No,Travel_Rarely,799.0,Research & Development,1.0,3.0,Technical Degree,1.0,623.0,,Female,,,3.0,Manufacturing Director,4.0,,7491.0,23848.0,4.0,,No,17.0,3.0,4.0,80.0,0.0,12.0,3.0,4.0,6.0,5.0,1.0,2.0
465,46.0,No,Travel_Frequently,1034.0,Research & Development,18.0,1.0,Medical,1.0,624.0,1.0,Female,86.0,3.0,3.0,Healthcare Representative,3.0,Married,10527.0,8984.0,5.0,,No,11.0,3.0,4.0,,0.0,28.0,3.0,2.0,2.0,2.0,1.0,2.0
466,41.0,No,Travel_Rarely,1276.0,Sales,2.0,5.0,,,,2.0,Female,91.0,3.0,4.0,,1.0,Married,16595.0,5626.0,,Y,No,,,2.0,80.0,1.0,22.0,,3.0,18.0,16.0,,
467,37.0,No,Non-Travel,142.0,Sales,9.0,4.0,Medical,1.0,626.0,1.0,Male,69.0,3.0,3.0,Sales Executive,2.0,Divorced,,24666.0,1.0,Y,,,3.0,4.0,,1.0,,6.0,3.0,9.0,5.0,7.0,7.0
468,52.0,No,,956.0,Research & Development,,2.0,Technical Degree,1.0,630.0,4.0,Male,78.0,3.0,,Research Scientist,1.0,Divorced,,22087.0,3.0,,Yes,,3.0,2.0,80.0,2.0,18.0,3.0,,10.0,9.0,6.0,9.0
469,32.0,Yes,,,Sales,,4.0,Other,1.0,631.0,,Male,,4.0,2.0,Sales Executive,3.0,,4707.0,23914.0,8.0,Y,,12.0,3.0,4.0,80.0,0.0,6.0,,3.0,,2.0,1.0,2.0
470,24.0,No,Travel_Frequently,535.0,Sales,,,Medical,,,4.0,Male,38.0,3.0,1.0,,4.0,Married,2400.0,5530.0,0.0,Y,No,13.0,3.0,3.0,80.0,,,3.0,3.0,,2.0,2.0,1.0
471,,No,Travel_Rarely,1495.0,Research & Development,10.0,3.0,Medical,1.0,,3.0,,,3.0,,Healthcare Representative,3.0,Married,9824.0,22174.0,3.0,Y,No,19.0,3.0,3.0,80.0,1.0,18.0,4.0,,1.0,0.0,0.0,0.0
472,37.0,No,Travel_Rarely,,Research & Development,1.0,4.0,Life Sciences,1.0,635.0,2.0,,65.0,3.0,2.0,Manufacturing Director,,Married,,15701.0,6.0,Y,No,12.0,,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0
473,49.0,No,,1245.0,Research & Development,18.0,4.0,,1.0,638.0,4.0,Male,58.0,2.0,5.0,Research Director,3.0,Divorced,19502.0,,1.0,Y,Yes,17.0,3.0,,,1.0,,5.0,3.0,,,,9.0
474,24.0,No,Travel_Rarely,691.0,Research & Development,23.0,3.0,Medical,1.0,,2.0,Male,89.0,,1.0,Research Scientist,4.0,Married,2725.0,21630.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2.0,6.0,3.0,,,5.0,1.0,
475,26.0,No,Travel_Rarely,703.0,,28.0,2.0,,1.0,641.0,1.0,Male,66.0,3.0,,Sales Executive,2.0,,6272.0,7428.0,,,No,20.0,4.0,,,2.0,,5.0,4.0,5.0,3.0,1.0,4.0
476,,No,Travel_Rarely,823.0,Research & Development,17.0,2.0,Other,1.0,,4.0,Male,94.0,2.0,1.0,Laboratory Technician,,Married,2127.0,9100.0,,Y,No,21.0,4.0,4.0,,,1.0,2.0,3.0,,0.0,0.0,
477,50.0,No,Travel_Frequently,,Human Resources,3.0,,Medical,,644.0,1.0,Male,99.0,3.0,5.0,Manager,2.0,Married,,,,Y,No,,3.0,3.0,80.0,1.0,32.0,2.0,,32.0,5.0,10.0,7.0
478,25.0,No,,622.0,Sales,13.0,1.0,Medical,1.0,645.0,2.0,Male,40.0,3.0,1.0,,,Married,2096.0,,1.0,Y,,,,,80.0,0.0,7.0,,3.0,,4.0,0.0,6.0
479,24.0,Yes,,1287.0,Research & Development,7.0,3.0,Life Sciences,1.0,647.0,1.0,Female,55.0,,1.0,Laboratory Technician,3.0,Married,2886.0,14168.0,1.0,Y,Yes,,3.0,,80.0,1.0,6.0,4.0,3.0,6.0,,1.0,
480,30.0,Yes,Travel_Frequently,,,12.0,4.0,Life Sciences,1.0,648.0,2.0,Male,74.0,2.0,1.0,,1.0,Married,2033.0,14470.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0
481,34.0,No,Travel_Rarely,254.0,Research & Development,1.0,,Life Sciences,1.0,649.0,2.0,Male,,2.0,1.0,Research Scientist,4.0,Married,3622.0,22794.0,1.0,Y,Yes,13.0,3.0,4.0,,1.0,,3.0,3.0,6.0,5.0,1.0,
482,31.0,Yes,Travel_Rarely,1365.0,Sales,13.0,4.0,Medical,1.0,650.0,2.0,Male,46.0,,2.0,Sales Executive,1.0,Divorced,4233.0,11512.0,2.0,,,17.0,,,80.0,0.0,9.0,,1.0,3.0,1.0,1.0,2.0
483,35.0,No,Travel_Rarely,538.0,,25.0,,,1.0,652.0,1.0,Male,54.0,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,14004.0,,Y,No,,3.0,,,0.0,9.0,3.0,,3.0,2.0,0.0,2.0
484,31.0,No,Travel_Rarely,,,6.0,4.0,Medical,1.0,653.0,,,66.0,4.0,,Sales Executive,,Divorced,,6219.0,4.0,Y,,22.0,4.0,4.0,80.0,,13.0,4.0,4.0,7.0,,,7.0
485,,No,Travel_Rarely,798.0,,6.0,4.0,,1.0,655.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,5013.0,,Y,No,12.0,,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0
486,37.0,No,Travel_Rarely,558.0,Sales,2.0,3.0,Marketing,1.0,656.0,4.0,Male,75.0,3.0,2.0,Sales Executive,3.0,Married,9602.0,,4.0,Y,,11.0,,3.0,80.0,1.0,17.0,3.0,2.0,,0.0,,0.0
487,,No,Travel_Rarely,,,1.0,3.0,Life Sciences,1.0,657.0,4.0,,83.0,2.0,1.0,,2.0,Single,2836.0,11757.0,1.0,Y,,13.0,3.0,4.0,80.0,,1.0,0.0,,1.0,0.0,0.0,0.0
488,42.0,No,Travel_Rarely,622.0,Research & Development,2.0,4.0,Life Sciences,1.0,659.0,3.0,Female,81.0,,2.0,,4.0,,,5718.0,1.0,Y,,,,,80.0,2.0,,4.0,3.0,10.0,2.0,2.0,2.0
489,43.0,No,Travel_Rarely,782.0,Research & Development,6.0,,,,661.0,2.0,Male,50.0,2.0,4.0,,4.0,Divorced,16627.0,2671.0,4.0,Y,Yes,14.0,,3.0,80.0,1.0,21.0,3.0,,1.0,0.0,0.0,0.0
490,,No,Travel_Rarely,362.0,Research & Development,1.0,1.0,,1.0,662.0,3.0,,43.0,3.0,1.0,,1.0,Single,2619.0,14561.0,3.0,Y,No,17.0,3.0,4.0,80.0,0.0,8.0,3.0,2.0,0.0,0.0,,
491,43.0,No,Travel_Frequently,1001.0,,9.0,5.0,Medical,1.0,663.0,4.0,,72.0,3.0,2.0,Laboratory Technician,,Divorced,5679.0,19627.0,3.0,,Yes,13.0,3.0,2.0,80.0,1.0,10.0,3.0,3.0,8.0,7.0,,7.0
492,48.0,No,Travel_Rarely,1236.0,Research & Development,1.0,,Life Sciences,1.0,664.0,4.0,Female,40.0,2.0,,Manager,1.0,Married,15402.0,,,Y,,11.0,3.0,1.0,80.0,1.0,21.0,,1.0,,2.0,0.0,2.0
493,44.0,No,,1112.0,Human Resources,,4.0,Life Sciences,1.0,665.0,1.0,Female,50.0,2.0,2.0,Human Resources,3.0,,5985.0,26894.0,4.0,Y,No,,3.0,2.0,80.0,,10.0,1.0,,2.0,2.0,0.0,2.0
494,34.0,No,,204.0,Sales,14.0,3.0,Technical Degree,1.0,666.0,3.0,Female,,,,Sales Representative,3.0,Divorced,,,,Y,Yes,18.0,3.0,4.0,80.0,2.0,8.0,3.0,3.0,8.0,2.0,0.0,6.0
495,,Yes,,1420.0,Sales,2.0,1.0,Marketing,1.0,667.0,3.0,Male,85.0,,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0,Y,No,11.0,3.0,2.0,,,5.0,,3.0,4.0,3.0,,2.0
496,21.0,No,Travel_Rarely,,Sales,22.0,1.0,Technical Degree,,669.0,3.0,Male,,3.0,1.0,Sales Representative,3.0,Single,,24444.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,3.0,2.0,,,2.0,1.0,
497,44.0,No,Travel_Rarely,1315.0,Research & Development,3.0,4.0,Other,,671.0,4.0,,35.0,3.0,5.0,Manager,4.0,Married,,9358.0,4.0,,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0
498,22.0,No,Travel_Rarely,604.0,Research & Development,6.0,,Medical,1.0,675.0,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0,Y,No,20.0,,4.0,80.0,0.0,3.0,3.0,,,2.0,2.0,2.0
499,,No,,1216.0,Sales,,4.0,,1.0,677.0,3.0,Male,39.0,3.0,2.0,,,Divorced,,20431.0,0.0,Y,No,,3.0,4.0,80.0,0.0,,3.0,3.0,5.0,0.0,1.0,2.0
500,32.0,No,,,Research & Development,9.0,4.0,Life Sciences,1.0,,1.0,,,,2.0,Research Scientist,4.0,Married,6322.0,18089.0,1.0,Y,,,3.0,4.0,80.0,1.0,6.0,2.0,2.0,,,,5.0
501,30.0,No,Travel_Frequently,160.0,Research & Development,3.0,,Medical,1.0,680.0,3.0,Female,71.0,3.0,1.0,Research Scientist,3.0,Divorced,2083.0,22653.0,1.0,,No,,,3.0,,,1.0,2.0,3.0,1.0,0.0,0.0,0.0
502,53.0,No,Travel_Rarely,238.0,Sales,1.0,1.0,Medical,1.0,,4.0,Female,34.0,3.0,2.0,Sales Executive,1.0,Single,8381.0,7507.0,7.0,,No,,4.0,,80.0,0.0,,2.0,4.0,14.0,7.0,,10.0
503,34.0,No,Travel_Rarely,1397.0,Research & Development,,,Life Sciences,1.0,683.0,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Married,2691.0,7660.0,1.0,Y,No,12.0,3.0,4.0,80.0,,10.0,4.0,2.0,10.0,9.0,8.0,
504,45.0,Yes,Travel_Frequently,306.0,Sales,26.0,4.0,Life Sciences,1.0,684.0,1.0,,100.0,3.0,2.0,Sales Executive,1.0,,4286.0,5630.0,2.0,,No,14.0,3.0,4.0,80.0,2.0,,4.0,3.0,,1.0,0.0,
505,26.0,No,Travel_Rarely,991.0,Research & Development,6.0,3.0,Life Sciences,1.0,686.0,3.0,Female,71.0,3.0,1.0,Laboratory Technician,,Married,2659.0,17759.0,1.0,Y,Yes,13.0,,3.0,80.0,1.0,3.0,,3.0,3.0,2.0,0.0,2.0
506,37.0,No,Travel_Rarely,482.0,Research & Development,3.0,3.0,,1.0,689.0,3.0,Male,36.0,3.0,3.0,Manufacturing Director,3.0,,9434.0,9606.0,1.0,Y,No,15.0,3.0,,80.0,1.0,10.0,2.0,3.0,10.0,7.0,7.0,8.0
507,29.0,No,Travel_Rarely,1176.0,Sales,,2.0,Medical,,690.0,,,62.0,3.0,2.0,,3.0,Married,,3487.0,1.0,Y,,,,,80.0,1.0,6.0,5.0,2.0,6.0,0.0,1.0,2.0
508,35.0,No,Travel_Rarely,,Research & Development,6.0,4.0,Life Sciences,1.0,,2.0,Male,82.0,1.0,2.0,Research Scientist,4.0,Single,6646.0,,1.0,Y,No,13.0,,2.0,80.0,0.0,17.0,3.0,3.0,17.0,11.0,11.0,8.0
509,33.0,No,,1296.0,Research & Development,6.0,,Life Sciences,,692.0,,Male,30.0,3.0,2.0,Healthcare Representative,,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,,1.0,15.0,2.0,,13.0,11.0,,7.0
510,54.0,No,Travel_Rarely,397.0,Human Resources,19.0,4.0,,1.0,698.0,3.0,,88.0,3.0,3.0,Human Resources,2.0,,10725.0,6729.0,,Y,No,15.0,3.0,3.0,80.0,1.0,16.0,1.0,4.0,9.0,7.0,7.0,
511,36.0,No,Travel_Rarely,913.0,Research & Development,9.0,2.0,Medical,1.0,,2.0,Male,48.0,2.0,2.0,Manufacturing Director,2.0,Divorced,8847.0,,2.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,,2.0,3.0,3.0,2.0,,2.0
512,27.0,No,Travel_Rarely,1115.0,,3.0,,,1.0,700.0,1.0,Male,54.0,,,,4.0,Single,2045.0,15174.0,0.0,,,13.0,3.0,4.0,,0.0,5.0,0.0,3.0,4.0,2.0,,1.0
513,20.0,Yes,Travel_Rarely,1362.0,Research & Development,10.0,1.0,Medical,1.0,701.0,4.0,Male,32.0,3.0,1.0,Research Scientist,,Single,1009.0,,1.0,,Yes,11.0,3.0,4.0,80.0,,,5.0,3.0,,0.0,1.0,1.0
514,33.0,Yes,Travel_Frequently,,Research & Development,3.0,3.0,Life Sciences,1.0,702.0,1.0,Male,70.0,3.0,1.0,Research Scientist,,Single,3348.0,3164.0,,Y,,11.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,,7.0
515,35.0,No,Non-Travel,727.0,,3.0,3.0,Life Sciences,1.0,704.0,3.0,,,,1.0,Laboratory Technician,3.0,Married,1281.0,16900.0,1.0,,No,18.0,3.0,3.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
516,23.0,No,Travel_Rarely,885.0,,4.0,,Medical,1.0,705.0,1.0,Male,58.0,4.0,,,1.0,Married,2819.0,8544.0,2.0,Y,No,16.0,3.0,1.0,80.0,1.0,5.0,3.0,4.0,,2.0,0.0,2.0
517,,No,Travel_Rarely,810.0,Sales,,3.0,,1.0,,4.0,Male,57.0,4.0,2.0,,2.0,Married,4851.0,15678.0,,Y,No,22.0,4.0,3.0,80.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0
518,38.0,No,Travel_Rarely,243.0,,7.0,,Marketing,1.0,709.0,,Female,46.0,2.0,,Sales Executive,,,4028.0,7791.0,0.0,Y,No,20.0,4.0,1.0,80.0,,8.0,2.0,3.0,7.0,7.0,,
519,29.0,No,Travel_Frequently,806.0,Research & Development,1.0,4.0,Life Sciences,1.0,710.0,2.0,,76.0,1.0,1.0,,4.0,Divorced,2720.0,18959.0,1.0,Y,No,18.0,3.0,4.0,80.0,1.0,10.0,5.0,3.0,10.0,,2.0,8.0
520,48.0,No,,817.0,Sales,2.0,1.0,Marketing,1.0,712.0,2.0,,,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0,,No,12.0,3.0,,80.0,0.0,,3.0,3.0,2.0,2.0,2.0,2.0
521,27.0,No,Travel_Frequently,,Sales,3.0,1.0,Medical,1.0,714.0,4.0,Female,71.0,,2.0,Sales Executive,,Divorced,4647.0,16673.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,,6.0,3.0,3.0,6.0,5.0,0.0,
522,37.0,No,,1225.0,,,2.0,Life Sciences,1.0,715.0,4.0,,80.0,,1.0,Research Scientist,4.0,,4680.0,15232.0,3.0,Y,No,17.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,,0.0,,0.0
523,50.0,No,Travel_Rarely,1207.0,Research & Development,28.0,1.0,,1.0,716.0,4.0,,74.0,4.0,1.0,Laboratory Technician,3.0,Married,,,1.0,,Yes,11.0,3.0,,80.0,,,,3.0,20.0,8.0,3.0,8.0
524,34.0,No,Travel_Rarely,,Research & Development,9.0,3.0,,1.0,717.0,4.0,Female,,2.0,3.0,Healthcare Representative,2.0,Single,8621.0,17654.0,,,No,14.0,3.0,2.0,80.0,0.0,9.0,3.0,,8.0,7.0,7.0,
525,24.0,Yes,Travel_Rarely,693.0,Sales,3.0,2.0,,1.0,720.0,1.0,Female,65.0,3.0,2.0,Sales Executive,3.0,,4577.0,24785.0,9.0,,,,3.0,1.0,80.0,,4.0,3.0,,,2.0,2.0,0.0
526,39.0,No,Travel_Rarely,408.0,Research & Development,,4.0,Technical Degree,1.0,721.0,,Female,80.0,,2.0,Healthcare Representative,3.0,,4553.0,,,Y,No,11.0,3.0,1.0,80.0,,,,3.0,20.0,,11.0,10.0
527,32.0,No,Travel_Rarely,929.0,Sales,10.0,3.0,Marketing,,722.0,,,,3.0,2.0,Sales Executive,4.0,Single,5396.0,,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,0.0,8.0
528,50.0,Yes,Travel_Frequently,562.0,,8.0,2.0,Technical Degree,1.0,723.0,2.0,Male,50.0,3.0,2.0,Sales Executive,3.0,Married,6796.0,23452.0,3.0,,Yes,14.0,3.0,1.0,80.0,1.0,18.0,4.0,3.0,,3.0,1.0,3.0
529,38.0,No,Travel_Rarely,827.0,Research & Development,1.0,4.0,Life Sciences,,724.0,2.0,Female,33.0,4.0,2.0,Healthcare Representative,4.0,Single,7625.0,19383.0,,Y,,13.0,3.0,,80.0,0.0,,4.0,,9.0,,1.0,8.0
530,27.0,No,Travel_Rarely,608.0,Research & Development,1.0,2.0,Life Sciences,1.0,725.0,3.0,,68.0,,3.0,Manufacturing Director,1.0,Married,7412.0,6009.0,1.0,Y,No,,3.0,4.0,80.0,0.0,9.0,,,9.0,7.0,0.0,7.0
531,32.0,No,Travel_Rarely,,,,2.0,Life Sciences,,,3.0,,39.0,3.0,3.0,Research Director,4.0,Single,11159.0,19373.0,3.0,Y,No,15.0,3.0,4.0,80.0,,10.0,6.0,,7.0,7.0,7.0,7.0
532,,No,Travel_Rarely,703.0,,14.0,4.0,Marketing,1.0,,4.0,Male,,3.0,2.0,Sales Executive,1.0,Single,4960.0,11825.0,2.0,,,,3.0,4.0,80.0,0.0,20.0,2.0,3.0,7.0,7.0,,
533,40.0,No,Travel_Frequently,580.0,Sales,,4.0,Life Sciences,,,4.0,Male,48.0,,3.0,Sales Executive,1.0,,10475.0,23772.0,5.0,,Yes,21.0,,3.0,80.0,1.0,20.0,2.0,3.0,18.0,13.0,1.0,12.0
534,53.0,No,,,Research & Development,,3.0,Life Sciences,1.0,730.0,3.0,,59.0,4.0,4.0,Research Director,,Married,14814.0,13514.0,3.0,Y,No,,3.0,3.0,80.0,0.0,32.0,3.0,,5.0,1.0,,3.0
535,41.0,No,Travel_Rarely,,,,4.0,Human Resources,1.0,731.0,2.0,Male,73.0,2.0,5.0,Manager,4.0,Divorced,,8861.0,3.0,Y,No,15.0,3.0,2.0,80.0,,,2.0,,21.0,,12.0,6.0
536,60.0,No,,1179.0,Sales,16.0,4.0,Marketing,1.0,,1.0,Male,84.0,3.0,2.0,Sales Executive,,,5405.0,11924.0,8.0,Y,No,,3.0,4.0,,0.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0
537,27.0,No,Travel_Frequently,294.0,Research & Development,10.0,2.0,Life Sciences,,733.0,4.0,Male,32.0,3.0,3.0,Manufacturing Director,1.0,Divorced,8793.0,,1.0,,No,21.0,4.0,,80.0,2.0,9.0,,2.0,,7.0,1.0,7.0
538,41.0,No,Travel_Rarely,314.0,Human Resources,1.0,,Human Resources,1.0,,4.0,Male,59.0,2.0,5.0,Manager,3.0,Married,19189.0,19562.0,,Y,No,12.0,,2.0,80.0,1.0,22.0,3.0,3.0,22.0,7.0,,10.0
539,50.0,No,,316.0,Sales,8.0,4.0,Marketing,1.0,738.0,4.0,Male,54.0,,1.0,Sales Representative,2.0,,3875.0,9983.0,7.0,Y,No,15.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,,,2.0,2.0
540,,Yes,Travel_Rarely,654.0,Research & Development,1.0,,,1.0,741.0,1.0,Female,,1.0,,Research Scientist,2.0,Single,2216.0,3872.0,7.0,Y,Yes,,3.0,,,0.0,,4.0,3.0,7.0,7.0,3.0,
541,36.0,No,Non-Travel,427.0,Research & Development,8.0,3.0,Life Sciences,,742.0,1.0,Female,63.0,4.0,3.0,Research Director,1.0,Married,11713.0,20335.0,9.0,,No,14.0,3.0,1.0,80.0,1.0,,2.0,3.0,,7.0,0.0,
542,38.0,No,Travel_Rarely,168.0,Research & Development,,3.0,Life Sciences,,,3.0,Female,81.0,3.0,3.0,Manufacturing Director,3.0,Single,7861.0,15397.0,4.0,Y,Yes,,3.0,4.0,80.0,0.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0
543,44.0,No,,381.0,Research & Development,24.0,3.0,Medical,,744.0,1.0,,49.0,1.0,,Laboratory Technician,,,3708.0,2104.0,,Y,No,14.0,3.0,3.0,80.0,0.0,9.0,5.0,3.0,,2.0,1.0,4.0
544,47.0,No,Travel_Frequently,217.0,Sales,3.0,,Medical,,,4.0,Female,,3.0,4.0,Sales Executive,,Divorced,13770.0,10225.0,9.0,Y,Yes,12.0,3.0,4.0,80.0,,28.0,2.0,,22.0,,11.0,13.0
545,30.0,No,Travel_Rarely,501.0,Sales,27.0,5.0,Marketing,1.0,,,Male,99.0,3.0,2.0,Sales Executive,4.0,Divorced,5304.0,25275.0,7.0,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0
546,29.0,No,Travel_Rarely,1396.0,Sales,10.0,,Life Sciences,,749.0,3.0,,99.0,3.0,,,,Single,2642.0,2755.0,1.0,Y,No,11.0,3.0,,80.0,0.0,1.0,,3.0,1.0,0.0,0.0,
547,42.0,Yes,Travel_Frequently,933.0,,19.0,3.0,Medical,1.0,,3.0,,57.0,,1.0,Research Scientist,3.0,Divorced,,20366.0,,Y,Yes,12.0,3.0,4.0,80.0,0.0,7.0,2.0,3.0,,,,
548,43.0,No,Travel_Frequently,775.0,Sales,15.0,3.0,Life Sciences,1.0,754.0,4.0,Male,47.0,2.0,2.0,,,Married,6804.0,,3.0,Y,No,18.0,3.0,,80.0,1.0,7.0,5.0,3.0,,,2.0,2.0
549,34.0,No,,970.0,Research & Development,8.0,2.0,Medical,1.0,757.0,2.0,Female,96.0,3.0,2.0,,3.0,Single,,7360.0,3.0,Y,No,,3.0,,,0.0,,2.0,3.0,,,4.0,3.0
550,,No,,650.0,Research & Development,9.0,1.0,Medical,1.0,758.0,,Male,37.0,3.0,1.0,Laboratory Technician,1.0,Married,,4344.0,1.0,,No,14.0,3.0,4.0,80.0,1.0,5.0,,4.0,4.0,3.0,0.0,2.0
551,39.0,No,Travel_Rarely,141.0,,3.0,3.0,Human Resources,1.0,760.0,,Female,44.0,4.0,2.0,Human Resources,,Married,6389.0,18767.0,9.0,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,1.0,,,3.0,6.0
